Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Tumor suppressor	10	12.195121951219512	3.218063448851901E-8	CDKN2A, NF1, TP53, BRCA2, PBRM1, PTCH1, RB1, TET2, WT1, RASA1	82	177	20581	14.18010197051123	4.344376289266982E-6	4.827094086667927E-7	3.772762737774826E-5
UP_SEQ_FEATURE	compositionally biased region:Pro-rich	19	23.170731707317074	5.1414491428468666E-8	KMT2D, ZC3H18, ADAMTSL4, MBD6, BTBD7, ARHGAP35, NXF1, ARID1B, TET2, TCF7L2, WT1, BCORL1, PBRM1, NFATC4, BCL9L, TNRC6B, SETD2, NCOR1, RNF111	82	978	20063	4.753316873659535	2.221081421016624E-5	1.11054687708112E-5	7.25160157477589E-5
UP_KEYWORDS	Mental retardation	11	13.414634146341465	2.7247210023899977E-7	ATRX, KMT2D, KDM6A, RPS6KA3, GRIK2, ADNP, MED23, ARID1A, ARID1B, SETD2, KDM5C	82	299	20581	9.233665062403134	3.678306202692383E-5	3.6783670888107523E-6	3.1943784782884066E-4
UP_KEYWORDS	Methylation	18	21.951219512195124	2.8193581658448446E-7	ASXL2, KMT2D, KDM6A, MAP2K4, TP53, ADNP, ARID1A, RB1, ARID1B, NXF1, TET2, LARP4B, LARP1, ATRX, ESRP1, MGA, BCL9L, USP43	82	1001	20581	4.513267220584294	3.806061628031099E-5	3.460115886921855E-6	3.3053279888672904E-4
UP_KEYWORDS	Acetylation	33	40.243902439024396	7.662675063788103E-7	KMT2D, ZNF292, SCAF4, CTNND1, TTK, LARP1, SIN3A, CDKN2A, MAP3K1, RMND5B, PBRM1, BCL9L, WAC, RASA1, STAG2, SCLT1, PDS5B, ZC3H18, FAM111B, MAP2K4, NF1, TP53, ADNP, ARID1A, RB1, NXF1, ARID1B, LARP4B, IWS1, GCC2, ATRX, HDAC2, NCOR1	82	3424	20581	2.4189829325279235	1.0344080262025823E-4	8.620475592580057E-6	8.983459033329311E-4
GOTERM_MF_DIRECT	GO:0003677~DNA binding	24	29.268292682926827	1.1238036176990604E-6	ASXL2, KMT2D, ZNF292, PDS5B, TP53, MBD6, ADNP, RBM6, ARHGAP35, ARID1A, GON4L, RB1, ARID1B, TET2, SYCP2, IWS1, ATRX, CDKN2A, MGA, PBRM1, NFATC4, MIS18BP1, NCOR1, KDM5C	79	1674	16881	3.0635633591942293	2.258591440690294E-4	2.258591440690294E-4	0.0014097126859957676
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	18	21.951219512195124	1.3588710156361734E-6	ASXL2, KMT2D, ZNF292, BMPR2, TP53, RB1, TET2, TCF7L2, WT1, ATRX, RPS6KA3, HDAC2, CDKN2A, SIN3A, NFATC4, BCL9L, ZNF750, RNF111	77	981	16792	4.0014297628976525	0.0011055102310600917	0.0011055102310600917	0.0020906053715519235
GOTERM_CC_DIRECT	GO:0005634~nucleus	44	53.65853658536586	1.532465640039033E-6	KMT2D, ZNF292, KDM6A, RBM6, CTNND1, ARHGAP35, GON4L, SYCP2, TCF7L2, WT1, CDKN2A, SIN3A, RMND5B, NFATC4, WAC, BCL9L, ZNF750, KDM5C, STAG2, PDS5B, MAP2K4, NF1, TP53, MBD6, ADNP, BTBD7, BRCA2, YTHDC2, ARID1A, RB1, NXF1, TET2, IWS1, ATRX, USP28, RPS6KA3, HDAC2, PHF14, ESRP1, MGA, ZFPM1, SETD2, NCOR1, RNF111	78	5415	18224	1.8984681677202453	2.022651611284232E-4	1.0113769498087954E-4	0.001789467043311621
UP_KEYWORDS	Repressor	13	15.853658536585366	3.323853187782373E-6	ASXL2, TP53, GON4L, ARHGAP35, RB1, TCF7L2, SIN3A, HDAC2, BCORL1, MGA, ZFPM1, NCOR1, KDM5C	82	592	20581	5.511556526038233	4.4862026591629967E-4	3.4516398610406895E-5	0.003896718733920057
GOTERM_BP_DIRECT	GO:0016569~covalent chromatin modification	7	8.536585365853659	1.2110041817156774E-5	ATRX, BCORL1, PBRM1, ARID1A, RB1, ARID1B, NCOR1	77	113	16792	13.509251810136767	0.009809206512624735	0.00491669017746299	0.018629701086614325
UP_SEQ_FEATURE	compositionally biased region:Gln-rich	7	8.536585365853659	3.481153051241793E-5	KMT2D, MGA, ARID1A, ARID1B, TNRC6B, SETD2, TET2	82	152	20063	11.267731065468551	0.014926324303133898	0.005000403795735964	0.049087690447802146
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	23	28.04878048780488	3.5195837317001546E-5	ASXL2, KMT2D, TP53, ADNP, CTNND1, ARHGAP35, ARID1A, GON4L, RB1, ARID1B, TCF7L2, IWS1, ATRX, HDAC2, CDKN2A, SIN3A, BCORL1, MGA, PBRM1, WAC, BCL9L, ZFPM1, KDM5C	77	1955	16792	2.565622612681436	0.02824339840183021	0.009504515754259146	0.05413516142409591
UP_SEQ_FEATURE	compositionally biased region:Poly-Ser	11	13.414634146341465	3.78333587067332E-5	ASXL2, ATRX, MAP3K1, NF1, BMPR2, MGA, ARID1A, ARID1B, SYCP2, NCOR1, STAG2	82	509	20063	5.287579663615889	0.016211476474235154	0.004077743369482301	0.05334770995395477
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	6	7.317073170731707	4.349827606818342E-5	ATRX, HDAC2, PBRM1, ARID1A, RB1, ARID1B	77	86	16792	15.21473874962247	0.034788824459080825	0.008813027295078046	0.06690125233409505
GOTERM_CC_DIRECT	GO:0005730~nucleolus	14	17.073170731707318	5.65307288966005E-5	NF1, MBD6, TP53, LARP4B, STAU2, WT1, USP28, FBXW7, SIN3A, CDKN2A, ZNF750, BCL9L, STAG2, RNF111	78	857	18224	3.8167728809502437	0.007434493552181398	0.00248433130842729	0.06599180902169266
KEGG_PATHWAY	hsa04110:Cell cycle	6	7.317073170731707	2.048460944670902E-4	CDKN2A, HDAC2, TP53, TTK, RB1, STAG2	32	124	6879	10.401713709677418	0.018671262633979335	0.018671262633979335	0.22356350378015533
GOTERM_CC_DIRECT	GO:0090544~BAF-type complex	3	3.6585365853658534	2.614333033078382E-4	PBRM1, ARID1A, ARID1B	78	6	18224	116.82051282051283	0.03392490311974983	0.00859130889517079	0.3048536323573936
GOTERM_BP_DIRECT	GO:0007265~Ras protein signal transduction	5	6.097560975609756	2.8332901631674274E-4	USP28, CDKN2A, NF1, TP53, RB1	77	70	16792	15.57699443413729	0.20599259971034134	0.04508457201145699	0.43501508427150615
GOTERM_MF_DIRECT	GO:0005515~protein binding	57	69.51219512195121	2.8653386718762927E-4	RBM6, TTK, MED23, LARP1, CDKN2A, SIN3A, ROBO2, STAG2, TP53, HLA-A, ADNP, ARID1A, RB1, ARID1B, GCC2, USP28, ESRP1, SRGAP3, MGA, ZFPM1, ASTE1, KMT2D, TRIM17, ADAMTSL4, BMPR2, CTNND1, TCF7L2, STAU2, WT1, FBXW7, MAP3K1, PBRM1, NFATC4, ZNF750, WAC, TNRC6B, RASA1, ZC3H13, PDS5B, ZC3H18, FAM111B, NF1, MAP2K4, BRCA2, YTHDC2, NXF1, TET2, LARP4B, IWS1, ATRX, RPS6KA3, HDAC2, PTCH1, MIS18BP1, SETD2, NCOR1, RNF111	79	8785	16881	1.3864498605937912	0.05597398985616142	0.028389990714464464	0.35883996806063134
UP_KEYWORDS	DNA-binding	20	24.390243902439025	3.0535422298312657E-4	ZNF292, TP53, ADNP, BRCA2, ARHGAP35, ARID1A, RB1, ARID1B, TET2, SYCP2, TCF7L2, WT1, ATRX, CDKN2A, MGA, PBRM1, NFATC4, MIS18BP1, ZFPM1, NCOR1	82	2050	20581	2.448661511005354	0.040390756271415085	0.002940604724757434	0.35740281075612446
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	12	14.634146341463413	3.7592318624461664E-4	SIN3A, HDAC2, PHF14, TP53, ARHGAP35, PTCH1, ARID1A, ZFPM1, RB1, NCOR1, TCF7L2, WT1	77	720	16792	3.634632034632035	0.2636568294203231	0.04973067454856894	0.576797417749586
GOTERM_BP_DIRECT	GO:0001843~neural tube closure	5	6.097560975609756	4.0830083123660635E-4	KDM6A, ARHGAP35, PTCH1, ARID1A, SETD2	77	77	16792	14.1609040310339	0.28281736222972853	0.046379274940555715	0.6263302539949112
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	10	12.195121951219512	4.089510586476375E-4	SIN3A, CDKN2A, HDAC2, TP53, ARHGAP35, GON4L, RB1, TCF7L2, WT1, KDM5C	77	499	16792	4.370299039637716	0.28319701097720873	0.04076508990730976	0.6273247659316694
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	10	12.195121951219512	5.138941765790133E-4	CDKN2A, HDAC2, TP53, BRCA2, PTCH1, ARID1A, WAC, RB1, WT1, RNF111	77	515	16792	4.234522758794603	0.3419125015129987	0.04542667649492549	0.7877116115275973
GOTERM_MF_DIRECT	GO:0001102~RNA polymerase II activating transcription factor binding	4	4.878048780487805	7.125717905982656E-4	SIN3A, ZFPM1, RB1, NCOR1	79	38	16881	22.493004663557628	0.13348684129456212	0.04663679266942322	0.8901970624888511
KEGG_PATHWAY	hsa05166:HTLV-I infection	7	8.536585365853659	8.077617262263839E-4	CDKN2A, MAP3K1, MAP2K4, TP53, HLA-A, NFATC4, RB1	32	254	6879	5.92433562992126	0.07164781548874288	0.036489655213159056	0.8789370419313491
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	6	7.317073170731707	8.089624396759304E-4	KDM6A, SIN3A, HDAC2, TP53, NCOR1, WT1	32	167	6879	7.723428143712575	0.07175044379676687	0.024512781329780964	0.8802383146739423
GOTERM_BP_DIRECT	GO:0043525~positive regulation of neuron apoptotic process	4	4.878048780487805	9.65330590191751E-4	GRIK2, NF1, MAP2K4, TP53	77	43	16792	20.28631833282996	0.5444084583927835	0.0756050478716025	1.4748956345045694
UP_KEYWORDS	Cell cycle	10	12.195121951219512	0.001017787156110825	RPS6KA3, CDKN2A, PDS5B, TP53, BRCA2, RB1, MIS18BP1, SYCP2, TET2, STAG2	82	650	20581	3.8613508442776734	0.12844058098283073	0.009122880767467145	1.1867336109218862
GOTERM_BP_DIRECT	GO:0034644~cellular response to UV	4	4.878048780487805	0.0010326097761349244	USP28, FBXW7, TP53, NFATC4	77	44	16792	19.825265643447466	0.5687117564697786	0.07360317839893715	1.5769272573820436
UP_KEYWORDS	Coiled coil	24	29.268292682926827	0.0011403251546747812	KMT2D, ZC3H13, SCLT1, ZNF292, ZC3H18, TRIM17, RBM6, CTNND1, GCC2, ATRX, USP28, FBXW7, EIF2AK1, SIN3A, PHF14, RTKN2, SRGAP3, MGA, WAC, USP35, TNRC6B, SETD2, NCOR1, STAG2	82	3036	20581	1.9840933191940615	0.14275518469583537	0.00958079242228771	1.3287399178578019
GOTERM_BP_DIRECT	GO:0030900~forebrain development	4	4.878048780487805	0.001175905122234981	ATRX, ARHGAP35, ARID1A, SETD2	77	46	16792	18.963297571993227	0.6162446318390618	0.07671055241564118	1.7939112773062482
UP_KEYWORDS	RNA-binding	10	12.195121951219512	0.0011933315385510373	SCAF4, ESRP1, RBM6, YTHDC2, NXF1, TNRC6B, LARP4B, WT1, STAU2, LARP1	82	665	20581	3.7742527049330645	0.14887472915121058	0.009437301615554672	1.3901098677323476
GOTERM_CC_DIRECT	GO:0016580~Sin3 complex	3	3.6585365853658534	0.0013336099745593533	SIN3A, HDAC2, NCOR1	78	13	18224	53.91715976331361	0.16151115651702896	0.03461742036149584	1.5462355527721794
UP_SEQ_FEATURE	domain:ARID	3	3.6585365853658534	0.0016337238857522187	ARID1A, ARID1B, KDM5C	82	15	20063	48.93414634146341	0.5065559808587746	0.13174443035701622	2.279733807930895
GOTERM_BP_DIRECT	GO:0007420~brain development	6	7.317073170731707	0.0016976151150830759	NF1, BMPR2, BRCA2, CTNND1, ROBO2, PTCH1	77	190	16792	6.8866712235133285	0.7491833199201172	0.10092349781329102	2.5801343809088273
GOTERM_CC_DIRECT	GO:0016514~SWI/SNF complex	3	3.6585365853658534	0.0017854400097953324	ARID1A, RB1, ARID1B	78	15	18224	46.72820512820513	0.2101314395950814	0.03855199056553793	2.0651249458859766
INTERPRO	IPR001606:ARID/BRIGHT DNA-binding domain	3	3.6585365853658534	0.0018122357963735406	ARID1A, ARID1B, KDM5C	80	15	18559	46.3975	0.32782710963420736	0.32782710963420736	2.280852420683732
GOTERM_MF_DIRECT	GO:0008134~transcription factor binding	7	8.536585365853659	0.0020048056053512315	CDKN2A, HDAC2, TP53, NFATC4, ZFPM1, RB1, TCF7L2	79	284	16881	5.266847922980924	0.33193539866486477	0.09592467720396003	2.485970599376297
GOTERM_BP_DIRECT	GO:0001953~negative regulation of cell-matrix adhesion	3	3.6585365853658534	0.00204316895285807	CDKN2A, NF1, RASA1	77	15	16792	43.615584415584415	0.8107792361696964	0.11211869097149618	3.0976438524207617
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	5	6.097560975609756	0.002045816689462737	HDAC2, MAP2K4, TP53, HLA-A, RB1	32	122	6879	8.810194672131146	0.17172323669616607	0.04600989653345966	2.212466945810132
GOTERM_MF_DIRECT	GO:0003682~chromatin binding	8	9.75609756097561	0.0021818797256685585	ATRX, SIN3A, HDAC2, TP53, MBD6, ADNP, PBRM1, WAC	79	391	16881	4.372041827187672	0.355343048715026	0.08406272381141344	2.7027869421996753
UP_SEQ_FEATURE	domain:RRM	5	6.097560975609756	0.0021855304787552184	SCAF4, RBM6, NXF1, TNRC6B, LARP4B	82	135	20063	9.061878952122854	0.6113913200940782	0.14574915685725887	3.038762271841977
GOTERM_BP_DIRECT	GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity	4	4.878048780487805	0.0025333390700305824	HDAC2, PTCH1, RB1, TCF7L2	77	60	16792	14.53852813852814	0.8731505679467839	0.1285966300442407	3.8273262564076704
UP_KEYWORDS	Polymorphism	61	74.39024390243902	0.0025613704606974037	KDM6A, ZNF292, SCAF4, GRIK2, RBM6, TTK, CDKN2A, SIN3A, XYLT2, STAG2, SLC22A9, CNTN6, TP53, HLA-A, ARID1A, RB1, ARID1B, GCC2, EIF2AK1, ESRP1, SRGAP3, MGA, ZFPM1, KMT2D, ADAMTSL4, BMPR2, CTNND1, GON4L, SYCP2, TCF7L2, STAU2, PKD1L2, FBXW7, MAP3K1, RTKN2, PBRM1, WAC, ZNF750, NFATC4, USP35, TNRC6B, ASXL2, ZC3H13, SCLT1, ZC3H18, FAM111B, NF1, MAP2K4, BRCA2, YTHDC2, TET2, IWS1, ATRX, RPS6KA3, HDAC2, PHF14, BCORL1, PTCH1, MIS18BP1, SETD2, RNF111	82	12043	20581	1.2712991860467473	0.2926492399650681	0.019051112152536076	2.961975651031701
UP_SEQ_FEATURE	short sequence motif:Nuclear localization signal	7	8.536585365853659	0.0026831045422230737	ASXL2, BCORL1, CTNND1, NFATC4, NXF1, RB1, TCF7L2	82	344	20063	4.978764889393081	0.6867203209495736	0.15279147364642687	3.718491887399311
BBID	94.E2F_transcriptional_activity_cell_cycle	3	3.6585365853658534	0.002725191001547463	CDKN2A, TP53, RB1	6	7	388	27.714285714285715	0.040107199038923236	0.040107199038923236	1.8794156595799194
KEGG_PATHWAY	hsa05212:Pancreatic cancer	4	4.878048780487805	0.002996738032939504	CDKN2A, TP53, BRCA2, RB1	32	65	6879	13.228846153846154	0.24127343725096595	0.05372567258880412	3.225630408148694
UP_KEYWORDS	RNA editing	3	3.6585365853658534	0.003060497021644036	GRIK2, NF1, WT1	82	21	20581	35.85540069686411	0.3388672579340912	0.02154353138676124	3.529737849966774
INTERPRO	IPR013083:Zinc finger, RING/FYVE/PHD-type	8	9.75609756097561	0.0031498634405938393	ATRX, KMT2D, PHF14, TRIM17, MAP3K1, RMND5B, KDM5C, RNF111	80	453	18559	4.096909492273731	0.4988795561087741	0.2921013886924019	3.9335157382917596
SMART	SM00501:BRIGHT	3	3.6585365853658534	0.003160679142261365	ARID1A, ARID1B, KDM5C	58	15	10057	34.679310344827584	0.21879947021085244	0.21879947021085244	3.2931544175424765
INTERPRO	IPR016024:Armadillo-type fold	7	8.536585365853659	0.0038254034151753704	PDS5B, MAP3K1, NF1, CTNND1, ARID1A, USP35, STAG2	80	351	18559	4.626531339031339	0.5680173430957927	0.2440574863704259	4.758334168243383
KEGG_PATHWAY	hsa05161:Hepatitis B	5	6.097560975609756	0.003828210061458346	MAP3K1, MAP2K4, TP53, NFATC4, RB1	32	145	6879	7.412715517241379	0.29733230179088843	0.057115858012617315	4.103701081319522
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	4	4.878048780487805	0.004005555161725682	CDKN2A, HDAC2, TP53, RB1	32	72	6879	11.942708333333332	0.30874818287229533	0.051383011590322436	4.290046109287793
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	6	7.317073170731707	0.0050166955093295645	RPS6KA3, MAP3K1, NF1, MAP2K4, TP53, RASA1	32	253	6879	5.098073122529644	0.37041698903805653	0.05619640984685703	5.34622979692565
INTERPRO	IPR012677:Nucleotide-binding, alpha-beta plait	6	7.317073170731707	0.005371618327566284	SCAF4, ESRP1, RBM6, NXF1, TNRC6B, LARP4B	80	264	18559	5.272443181818182	0.6925845897299238	0.25538563800885195	6.621726603878175
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	13	15.853658536585366	0.005429781213868464	ZC3H13, CDKN2A, SCAF4, HDAC2, ZC3H18, HLA-A, RBM6, YTHDC2, NXF1, TNRC6B, LARP4B, STAU2, LARP1	79	1129	16881	2.4604836810888986	0.6652461479143598	0.166726448739262	6.601775971439883
UP_SEQ_FEATURE	compositionally biased region:Poly-Asp	4	4.878048780487805	0.005610252832886737	ATRX, ZC3H18, PBRM1, MIS18BP1	82	89	20063	10.996437380104139	0.9120030694741521	0.2619964677802866	7.628430169315326
GOTERM_MF_DIRECT	GO:0003713~transcription coactivator activity	6	7.317073170731707	0.005809251380457747	MED23, BCL9L, NFATC4, ARID1A, RB1, ARID1B	79	248	16881	5.169763168640261	0.6899632170881901	0.15404990024391352	7.047809584611075
UP_SEQ_FEATURE	compositionally biased region:Poly-Ala	7	8.536585365853659	0.005858759126083691	KDM6A, SCAF4, MAP3K1, BTBD7, RB1, ARID1B, NCOR1	82	404	20063	4.239344361265395	0.9210094648304893	0.24576212096718075	7.953485000191907
UP_SEQ_FEATURE	zinc finger region:PHD-type 2	3	3.6585365853658534	0.006508103807852821	KMT2D, PHF14, KDM5C	82	30	20063	24.467073170731705	0.9404351416334027	0.24577832111074638	8.797840583675542
GOTERM_MF_DIRECT	GO:0001103~RNA polymerase II repressing transcription factor binding	3	3.6585365853658534	0.006864561174067458	SIN3A, HDAC2, TCF7L2	79	27	16881	23.742616033755276	0.7495596127935217	0.15891856727642728	8.277947366564009
INTERPRO	IPR008936:Rho GTPase activation protein	4	4.878048780487805	0.006893219724200803	NF1, SRGAP3, ARHGAP35, RASA1	80	91	18559	10.19725274725275	0.7801571286165655	0.2613775943729143	8.422609882762055
UP_SEQ_FEATURE	compositionally biased region:Poly-Pro	7	8.536585365853659	0.007120381828769469	SCAF4, RBM6, GON4L, RB1, ARID1B, NCOR1, RASA1	82	421	20063	4.068159434563467	0.954361717146897	0.2446976341311654	9.587400593268768
KEGG_PATHWAY	hsa05200:Pathways in cancer	7	8.536585365853659	0.0072805349235647125	CDKN2A, HDAC2, TP53, BRCA2, PTCH1, RB1, TCF7L2	32	393	6879	3.828959923664122	0.48944627008654806	0.07197396217849195	7.672629871454461
UP_SEQ_FEATURE	zinc finger region:PHD-type 1	3	3.6585365853658534	0.00783796775545903	KMT2D, PHF14, KDM5C	82	33	20063	22.24279379157428	0.9666047467149496	0.2466900071899667	10.504675206285352
GOTERM_CC_DIRECT	GO:0043234~protein complex	7	8.536585365853659	0.007916433115927077	USP28, FBXW7, CDKN2A, HDAC2, TP53, BRCA2, RNF111	78	412	18224	3.9696290764251927	0.6497567428163711	0.13918471677432487	8.863258031425502
UP_SEQ_FEATURE	sequence variant	62	75.60975609756098	0.007937974000148864	KDM6A, SCAF4, GRIK2, RBM6, TTK, CDKN2A, SIN3A, XYLT2, ROBO2, KDM5C, STAG2, SLC22A9, CNTN6, TP53, HLA-A, RB1, ARID1B, GCC2, EIF2AK1, ESRP1, SRGAP3, MGA, ZFPM1, KMT2D, ADAMTSL4, BMPR2, CTNND1, GON4L, SYCP2, TCF7L2, STAU2, WT1, PKD1L2, FBXW7, MAP3K1, RTKN2, WAC, ZNF750, NFATC4, USP35, TNRC6B, RASA1, ASXL2, ZC3H13, SCLT1, ZC3H18, FAM111B, NF1, MAP2K4, BRCA2, YTHDC2, TET2, IWS1, ATRX, RPS6KA3, HDAC2, PHF14, BCORL1, PTCH1, MIS18BP1, SETD2, RNF111	82	12443	20063	1.2191260440290652	0.9680277741460073	0.23266938044454244	10.631822348371433
GOTERM_CC_DIRECT	GO:0016605~PML body	4	4.878048780487805	0.008274518996901804	ATRX, TP53, RB1, TCF7L2	78	98	18224	9.536368393511252	0.6660554964388231	0.12811483660660572	9.246640517376846
